MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MoSold,SaleType,SalePrice,GarageAge,PropertyAge,RemodAge
60_20,FV_RL_RH,9488.0,1,4,Others,LowerQuan,Others,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,3,Others,3,3,1,1,0.0,1,0.0,1046.0,GasA_GasW,4,0,SBrkr,1054.0,0.0,0.0,0,0,1,0,3,3,6,Typ,0,0,Others,1,1,3,3,1,0.0,60.0,122.0,0.0,0.0,0.0,0,9,Others,124000.0,61.0,61.0,46.0
60_20,FV_RL_RH,13526.0,1,3,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Hip,CompShg,Others,Others,Others,114.0,3,3,Others,3,3,1,4,560.0,2,375.0,0.0,GasA_GasW,3,1,SBrkr,935.0,0.0,0.0,1,0,1,0,3,3,5,Typ,0,0,Attchd,1,1,3,3,1,180.0,0.0,0.0,0.0,0.0,0.0,0,11,Others,137000.0,41.0,41.0,0.0
Others,FV_RL_RH,10410.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,Others,4,5,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,1313.0,GasA_GasW,3,1,SBrkr,1313.0,0.0,1064.0,0,0,2,0,3,4,8,Others,1,3,Others,1,2,3,3,1,0.0,0.0,432.0,0.0,0.0,0.0,0,6,Others,142900.0,55.0,94.0,35.0
60_20,Others,12000.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,7,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,6,144.0,5,608.0,172.0,GasA_GasW,5,1,SBrkr,1122.0,0.0,0.0,1,0,1,0,2,4,6,Typ,0,0,Attchd,1,2,3,3,1,0.0,36.0,0.0,0.0,0.0,0.0,0,5,Others,147000.0,60.0,60.0,57.0
60_20,FV_RL_RH,7830.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,5,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,1180.0,GasA_GasW,3,1,SBrkr,1180.0,0.0,0.0,0,0,1,1,2,3,6,Typ,0,0,Attchd,2,2,3,3,1,0.0,45.0,0.0,0.0,0.0,0.0,0,3,Others,128000.0,39.0,39.0,0.0
75,Others,8850.0,1,3,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,Others,7,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,815.0,GasA_GasW,5,1,SBrkr,815.0,875.0,0.0,0,0,1,0,3,3,7,Typ,1,4,Others,1,1,3,3,1,0.0,0.0,330.0,0.0,0.0,0.0,0,7,Others,144000.0,90.0,90.0,34.0
120,FV_RL_RH,7132.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,178.0,4,3,PConc,4,3,2,6,24.0,1,0.0,1346.0,GasA_GasW,5,1,SBrkr,1370.0,0.0,0.0,0,0,2,0,2,4,6,Typ,1,4,Attchd,2,2,3,3,1,120.0,49.0,0.0,0.0,0.0,0.0,0,4,Others,205000.0,4.0,4.0,0.0
60_20,FV_RL_RH,9937.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,7,Hip,CompShg,Others,Others,Others,0.0,3,4,PConc,3,3,1,4,637.0,1,0.0,849.0,GasA_GasW,5,1,SBrkr,1486.0,0.0,0.0,1,0,1,0,3,3,7,Typ,0,0,Others,3,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,3,Others,167000.0,41.0,45.0,35.0
Others,Others,5720.0,1,4,Others,LowerQuan,Others,Norm,1Fam_TwnhsE,Others,5,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,676.0,GasA_GasW,5,1,SBrkr,676.0,455.0,0.0,0,0,1,1,3,3,5,Typ,0,0,Others,1,1,3,3,1,26.0,0.0,0.0,0.0,0.0,0.0,0,8,Others,66500.0,68.0,68.0,9.0
60_20,FV_RL_RH,12585.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,Others,VinylSd_CemntBd_Stone_ImStucc,Others,420.0,4,3,PConc,4,3,1,2,247.0,6,1039.0,0.0,GasA_GasW,5,1,SBrkr,1565.0,1234.0,0.0,1,0,2,1,3,4,8,Typ,1,3,Attchd,3,3,3,3,1,432.0,136.0,0.0,0.0,0.0,0.0,0,10,Others,315000.0,13.0,13.0,0.0
60_20,FV_RL_RH,11103.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,728.0,GasA_GasW,5,1,SBrkr,728.0,728.0,0.0,0,0,2,1,3,4,8,Typ,1,3,Attchd,3,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,7,New,155835.0,1.0,1.0,0.0
120,FV_RL_RH,8013.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,Others,Others,0.0,4,3,PConc,4,3,1,6,741.0,1,0.0,846.0,GasA_GasW,5,1,SBrkr,1734.0,0.0,0.0,1,0,2,0,2,4,6,Typ,0,0,Attchd,2,2,3,3,1,52.0,50.0,0.0,0.0,0.0,0.0,0,9,Others,239500.0,14.0,14.0,1.0
60_20,FV_RL_RH,10872.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,9,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,122.0,4,3,PConc,5,4,3,6,1037.0,1,0.0,467.0,GasA_GasW,5,1,SBrkr,1531.0,0.0,0.0,1,0,2,0,2,5,6,Typ,1,4,Attchd,3,3,3,3,1,184.0,52.0,0.0,0.0,0.0,0.0,0,2,Others,300000.0,3.0,3.0,0.0
60_20,FV_RL_RH,11305.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,886.0,4,3,PConc,4,3,3,6,1329.0,1,0.0,593.0,GasA_GasW,5,1,SBrkr,1922.0,0.0,0.0,1,0,2,0,2,4,6,Typ,1,5,Attchd,3,3,3,3,1,201.0,64.0,0.0,0.0,0.0,0.0,0,4,Others,282000.0,5.0,5.0,0.0
60_20,FV_RL_RH,9100.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,5,Hip,CompShg,Others,Others,Others,69.0,3,3,Others,3,3,1,1,0.0,1,0.0,1144.0,GasA_GasW,3,1,SBrkr,1144.0,0.0,0.0,0,0,1,0,3,3,6,Typ,1,4,Attchd,2,1,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6,Others,120000.0,47.0,47.0,0.0
60_20,FV_RL_RH,39104.0,1,3,HLS_Low,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,7,Others,Others,Others,Others,Others,0.0,3,3,Others,4,3,4,2,226.0,6,1063.0,96.0,GasA_GasW,5,1,SBrkr,1363.0,0.0,0.0,1,0,1,0,2,3,5,Others,2,3,Attchd,1,2,3,3,1,81.0,0.0,0.0,0.0,0.0,0.0,0,4,Others,241500.0,54.0,54.0,51.0
120,FV_RL_RH,10110.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,9,5,Hip,CompShg,Others,Others,Others,492.0,5,3,PConc,4,3,1,6,372.0,1,0.0,1486.0,GasA_GasW,5,1,SBrkr,1866.0,0.0,0.0,1,0,2,0,2,5,7,Typ,1,4,Attchd,3,3,3,3,1,0.0,48.0,0.0,0.0,0.0,0.0,0,11,New,336860.0,0.0,0.0,0.0
Others,Others,9786.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,3,4,Hip,CompShg,Others,Others,Others,0.0,3,3,Others,3,2,1,1,0.0,1,0.0,1007.0,GasA_GasW,2,0,SBrkr,1077.0,0.0,0.0,0,0,1,0,3,3,6,Typ,1,4,Others,1,1,3,2,0,0.0,100.0,48.0,0.0,0.0,0.0,0,5,Others,91000.0,84.0,84.0,28.0
120,FV_RL_RH,5330.0,1,2,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1550.0,GasA_GasW,5,1,SBrkr,1550.0,0.0,0.0,0,0,2,1,2,4,5,Typ,0,0,Attchd,3,2,3,3,1,0.0,102.0,0.0,0.0,0.0,0.0,0,7,New,207500.0,0.0,1.0,1.0
120,Others,3811.0,1,3,HLS_Low,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,Others,Stone,174.0,4,3,PConc,5,3,4,6,1474.0,1,0.0,120.0,GasA_GasW,5,1,SBrkr,1646.0,0.0,0.0,1,1,2,0,2,5,5,Typ,1,4,Attchd,3,2,3,3,1,128.0,53.0,0.0,0.0,155.0,0.0,0,7,Others,250000.0,4.0,4.0,1.0
120,FV_RL_RH,3010.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,16.0,4,3,PConc,4,3,3,6,16.0,1,0.0,1232.0,GasA_GasW,5,1,SBrkr,1248.0,0.0,0.0,0,0,2,0,2,4,5,Typ,0,0,Attchd,3,2,3,3,1,108.0,0.0,0.0,0.0,0.0,0.0,0,3,New,167240.0,1.0,1.0,1.0
120,FV_RL_RH,3435.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,Others,Others,Others,0.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1211.0,GasA_GasW,5,1,SBrkr,1245.0,0.0,0.0,0,0,2,0,1,4,5,Typ,0,0,Attchd,2,2,3,3,1,0.0,100.0,0.0,0.0,0.0,0.0,0,6,Others,178000.0,4.0,4.0,1.0
60_20,FV_RL_RH,10800.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,5,Others,CompShg,Others,Others,Others,203.0,3,3,Others,3,3,1,4,617.0,3,264.0,171.0,GasA_GasW,3,1,SBrkr,1052.0,0.0,0.0,1,0,1,0,3,3,6,Typ,0,0,Attchd,3,1,3,3,1,0.0,133.0,0.0,0.0,0.0,0.0,0,2,Others,127000.0,44.0,44.0,0.0
60_20,FV_RL_RH,10456.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,6,Hip,CompShg,Others,Others,Others,120.0,3,3,Others,3,3,1,6,506.0,1,0.0,1323.0,GasA_GasW,4,1,SBrkr,1829.0,0.0,0.0,1,0,2,0,4,3,8,Typ,0,0,Attchd,2,2,3,3,1,0.0,76.0,0.0,0.0,0.0,0.0,0,5,Others,218500.0,43.0,43.0,0.0
60_20,FV_RL_RH,8475.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,4,7,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,3,3,Others,3,3,1,5,228.0,1,0.0,724.0,GasA_GasW,5,1,Others,952.0,0.0,0.0,0,0,1,0,2,3,4,Typ,0,0,Others,1,1,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4,Others,135750.0,52.0,52.0,0.0
60_20,FV_RL_RH,8197.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,506.0,4,3,PConc,4,3,1,6,1188.0,1,0.0,292.0,GasA_GasW,5,1,SBrkr,1480.0,0.0,0.0,1,0,2,0,3,4,7,Typ,0,0,Attchd,2,2,3,3,1,252.0,73.0,0.0,0.0,0.0,0.0,0,2,Others,214000.0,7.0,7.0,6.0
60_20,FV_RL_RH,10994.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,366.0,4,3,PConc,4,4,1,6,976.0,1,0.0,868.0,GasA_GasW,5,1,SBrkr,1844.0,0.0,0.0,1,0,2,0,2,4,7,Typ,1,4,Attchd,3,2,3,3,1,165.0,44.0,0.0,0.0,0.0,0.0,0,9,Others,257000.0,4.0,4.0,1.0
Others,Others,6000.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,Others,6,7,Others,CompShg,Others,Others,Others,0.0,3,4,Others,3,3,1,3,201.0,2,162.0,462.0,GasA_GasW,5,1,SBrkr,825.0,672.0,0.0,0,0,2,0,3,3,5,Typ,0,0,Others,1,1,3,3,1,272.0,0.0,0.0,0.0,0.0,0.0,0,5,Others,157000.0,4.0,71.0,63.0
Others,Others,7288.0,1,4,Others,LowerQuan,Others,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,2,3,305.0,1,0.0,671.0,GasA_GasW,3,0,SBrkr,976.0,0.0,0.0,1,0,1,0,2,3,5,Typ,0,0,Others,1,1,3,3,0,160.0,0.0,0.0,0.0,0.0,0.0,0,8,Others,102000.0,64.0,64.0,8.0
Others,FV_RL_RH,13360.0,1,3,HLS_Low,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,7,Others,CompShg,Others,Others,Others,0.0,3,4,Others,4,3,1,5,713.0,1,0.0,163.0,GasA_GasW,5,1,SBrkr,964.0,0.0,0.0,1,0,1,0,2,3,5,Typ,0,0,Others,1,2,3,3,1,0.0,0.0,44.0,0.0,0.0,0.0,0,8,Others,163500.0,88.0,88.0,85.0
60_20,FV_RL_RH,10335.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,183.0,4,3,PConc,4,3,4,6,679.0,1,0.0,811.0,GasA_GasW,5,1,SBrkr,1501.0,0.0,0.0,1,0,2,0,3,4,6,Typ,0,0,Attchd,2,2,3,3,1,144.0,29.0,0.0,0.0,0.0,0.0,0,6,Others,204000.0,10.0,10.0,0.0
60_20,FV_RL_RH,11767.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,5,Hip,CompShg,Others,Others,Others,259.0,3,3,Others,3,3,1,3,546.0,1,0.0,604.0,GasA_GasW,5,1,SBrkr,1560.0,0.0,0.0,0,0,1,0,2,3,7,Others,1,3,Attchd,1,1,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5,Others,103500.0,53.0,53.0,0.0
Others,FV_RL_RH,10896.0,1,4,Others,Others,Others,Norm,Others,2.5Fin,6,7,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,2,3,Others,3,2,1,2,256.0,1,0.0,1184.0,GasA_GasW,5,1,Others,1440.0,1440.0,515.0,0,0,2,0,8,2,14,Typ,0,0,Others,0,0,0,0,0,0.0,110.0,0.0,0.0,0.0,0.0,0,3,Others,200000.0,0.0,93.0,81.0
60_20,FV_RL_RH,5400.0,1,4,HLS_Low,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,5,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,3,453.0,1,0.0,411.0,GasA_GasW,3,1,SBrkr,864.0,0.0,0.0,0,1,1,0,3,3,6,Typ,0,0,Attchd,1,1,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5,Others,118000.0,49.0,49.0,0.0
60_20,FV_RL_RH,9100.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,244.0,4,3,PConc,4,3,3,6,1400.0,1,0.0,125.0,GasA_GasW,5,1,SBrkr,1525.0,0.0,0.0,1,0,2,0,3,4,6,Typ,0,0,Attchd,2,2,3,3,1,219.0,36.0,0.0,0.0,0.0,0.0,0,9,Others,235000.0,6.0,6.0,0.0
Others,FV_RL_RH,7728.0,1,4,Others,Others,Norm,Norm,Others,Others,5,6,Hip,CompShg,Others,Others,Others,120.0,3,3,Others,3,3,3,5,803.0,1,0.0,303.0,GasA_GasW,3,1,SBrkr,1190.0,0.0,0.0,1,0,1,0,3,3,6,Typ,0,0,Attchd,1,2,3,3,1,0.0,18.0,0.0,0.0,0.0,0.0,0,5,Others,132500.0,44.0,44.0,0.0
60_20,FV_RL_RH,8778.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1302.0,GasA_GasW,5,1,SBrkr,1302.0,528.0,0.0,0,0,2,1,3,4,7,Typ,0,0,BuiltIn,2,3,3,3,1,0.0,40.0,0.0,0.0,0.0,0.0,0,3,Others,221300.0,1.0,1.0,0.0
60_20,FV_RL_RH,8487.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,210.0,4,3,PConc,4,3,3,6,20.0,1,0.0,1480.0,GasA_GasW,5,1,SBrkr,1500.0,0.0,0.0,0,0,2,0,3,4,6,Typ,0,0,Attchd,2,2,3,3,1,192.0,36.0,0.0,0.0,0.0,0.0,0,8,Others,190000.0,5.0,5.0,0.0
60_20,FV_RL_RH,9930.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,199.0,4,3,PConc,4,3,1,6,456.0,1,0.0,370.0,GasA_GasW,5,1,SBrkr,878.0,884.0,0.0,0,0,2,1,3,4,6,Typ,0,0,Attchd,3,2,3,3,1,320.0,54.0,0.0,0.0,0.0,0.0,0,7,Others,222000.0,4.0,4.0,0.0
60_20,FV_RL_RH,17500.0,1,4,Others,Others,PosA_PosN_RRNn,Norm,1Fam_TwnhsE,1Story_2Story,7,8,Others,CompShg,Others,Others,Others,0.0,4,4,PConc,4,3,3,6,1406.0,1,0.0,496.0,GasA_GasW,3,1,SBrkr,1902.0,0.0,0.0,1,0,2,0,3,5,7,Typ,2,3,Attchd,3,2,3,3,1,0.0,207.0,162.0,0.0,0.0,0.0,0,5,Others,335000.0,51.0,51.0,43.0
60_20,FV_RL_RH,10206.0,1,4,Others,UpperQuan,PosA_PosN_RRNn,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,294.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1614.0,GasA_GasW,5,1,SBrkr,1658.0,0.0,0.0,0,0,2,1,3,4,7,Typ,1,4,Attchd,3,3,3,3,1,144.0,44.0,0.0,0.0,0.0,0.0,0,9,Others,257500.0,1.0,1.0,0.0
60_20,FV_RL_RH,14587.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,9,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,284.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1498.0,GasA_GasW,5,1,SBrkr,1506.0,0.0,0.0,0,0,2,0,2,5,6,Typ,1,4,Attchd,3,2,3,3,1,0.0,174.0,0.0,0.0,0.0,0.0,0,8,New,264132.0,0.0,0.0,0.0
60_20,FV_RL_RH,7800.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,7,Hip,CompShg,Others,Others,Others,89.0,3,3,PConc,3,3,1,5,450.0,1,0.0,414.0,GasA_GasW,5,1,SBrkr,899.0,0.0,0.0,0,0,1,0,3,4,5,Typ,0,0,Attchd,3,1,3,3,1,64.0,0.0,0.0,0.0,0.0,0.0,0,6,Others,130000.0,42.0,42.0,37.0
Others,FV_RL_RH,4960.0,1,4,Others,LowerQuan,Others,Norm,1Fam_TwnhsE,Others,5,7,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,297.0,GasA_GasW,5,1,SBrkr,1001.0,653.0,0.0,0,0,2,0,3,3,7,Typ,1,4,Others,1,1,3,3,0,244.0,60.0,0.0,0.0,0.0,0.0,0,5,Others,137000.0,54.0,79.0,52.0
Others,Others,7392.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,7,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,520.0,GasA_GasW,3,1,Others,912.0,0.0,0.0,0,0,1,0,2,3,5,Typ,0,0,Others,2,1,3,3,1,0.0,90.0,0.0,0.0,0.0,0.0,0,5,Others,99500.0,74.0,78.0,65.0
Others,FV_RL_RH,7424.0,1,3,Others,LowerQuan,Norm,Norm,Others,Others,5,5,Others,CompShg,Others,Others,Others,0.0,3,3,Others,4,3,3,6,1319.0,1,0.0,0.0,GasA_GasW,3,1,SBrkr,1373.0,0.0,0.0,1,0,1,0,3,3,5,Typ,2,3,Attchd,3,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5,Others,160250.0,32.0,32.0,0.0
Others,Others,2522.0,1,4,Others,LowerQuan,Norm,Norm,Others,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,50.0,4,3,PConc,4,3,1,1,0.0,1,0.0,970.0,GasA_GasW,5,1,SBrkr,970.0,739.0,0.0,0,0,2,0,3,4,7,Others,0,0,Others,1,2,3,3,1,0.0,40.0,0.0,0.0,0.0,0.0,0,5,Others,130000.0,2.0,2.0,0.0
Others,Others,3672.0,1,4,Others,LowerQuan,Others,Norm,1Fam_TwnhsE,1Story_2Story,5,7,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,816.0,GasA_GasW,5,1,SBrkr,816.0,0.0,0.0,0,0,1,0,2,3,5,Typ,0,0,Others,1,1,2,2,0,0.0,0.0,96.0,0.0,0.0,0.0,0,9,Others,75200.0,85.0,85.0,28.0
Others,FV_RL_RH,7706.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,Others,6,5,Others,CompShg,Others,Others,Others,0.0,3,4,Others,4,3,3,3,114.0,6,270.0,0.0,GasA_GasW,5,1,SBrkr,1091.0,0.0,0.0,0,1,1,0,2,3,5,Typ,0,0,Attchd,3,1,3,3,1,280.0,0.0,0.0,0.0,0.0,0.0,0,8,Others,131250.0,16.0,16.0,3.0
60_20,FV_RL_RH,12929.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,6,Others,CompShg,Others,Others,Others,276.0,3,3,Others,3,3,4,6,697.0,1,0.0,384.0,GasA_GasW,3,1,SBrkr,1081.0,0.0,0.0,1,0,1,0,3,3,5,Typ,0,0,,1,1,3,3,1,36.0,82.0,0.0,0.0,0.0,0.0,0,6,Others,148000.0,48.0,48.0,33.0
60_20,FV_RL_RH,9316.0,1,3,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,5,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,3,544.0,1,0.0,480.0,GasA_GasW,4,1,SBrkr,1020.0,0.0,0.0,0,0,2,0,3,3,5,Typ,0,0,Attchd,1,1,3,3,1,171.0,0.0,0.0,0.0,0.0,0.0,0,5,Others,124100.0,44.0,44.0,0.0
Others,FV_RL_RH,12122.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,Others,7,9,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,Others,Stone,210.0,5,3,Others,3,3,3,5,867.0,1,0.0,77.0,GasA_GasW,4,1,SBrkr,999.0,0.0,0.0,1,0,1,0,3,5,6,Typ,0,0,Attchd,2,2,3,3,1,144.0,76.0,0.0,0.0,0.0,0.0,0,7,Others,178400.0,47.0,47.0,46.0
Others,FV_RL_RH,7711.0,1,3,Others,LowerQuan,Norm,Norm,Others,1Story_2Story,4,3,Others,CompShg,Others,Others,Others,0.0,3,3,PConc,4,3,4,6,1440.0,1,0.0,0.0,GasA_GasW,3,1,SBrkr,1440.0,0.0,0.0,2,0,2,0,4,3,8,Typ,0,0,Others,0,0,0,0,0,321.0,0.0,0.0,0.0,0.0,0.0,0,8,Others,150000.0,0.0,30.0,0.0
60_20,FV_RL_RH,12352.0,1,2,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,290.0,4,3,PConc,4,3,1,6,638.0,1,0.0,215.0,GasA_GasW,5,1,SBrkr,853.0,900.0,0.0,1,0,2,1,3,3,7,Typ,1,2,Attchd,2,2,3,3,1,0.0,74.0,0.0,0.0,0.0,0.0,0,3,Others,217000.0,9.0,9.0,1.0
60_20,FV_RL_RH,12447.0,1,3,Others,UpperQuan,Others,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,Others,Stone,192.0,4,3,PConc,4,4,1,1,0.0,1,0.0,1100.0,GasA_GasW,5,1,SBrkr,1116.0,848.0,0.0,0,0,2,1,3,4,8,Typ,1,4,BuiltIn,3,2,3,3,1,200.0,70.0,0.0,0.0,0.0,0.0,0,1,New,252000.0,1.0,1.0,1.0
60_20,FV_RL_RH,7500.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,3,PConc,4,4,1,6,54.0,1,0.0,1087.0,GasA_GasW,5,1,SBrkr,1141.0,0.0,0.0,1,0,1,1,3,4,6,Typ,0,0,Others,2,2,3,3,1,182.0,0.0,0.0,0.0,0.0,0.0,0,6,Others,152000.0,3.0,3.0,0.0
